"extra_ammo_multiplier","This upgrade increases the maximum amount of ammo.$NL;If you are trigger happy, then This could be it.","","","","",""
"extra_cable_tie","This upgrade adds extra cable ties.$NL;Need a lot of hostages to trade? This is it.","","","","",""
"fire_rate_multiplier","This upgrade increases the rate of fire.$NL;Eats through enemies like it eats through ammunition.","","","","",""
"intro_apartment","4:02 pm, projects - Chavez's crib","","","","",""
"intro_apartment01","Let's slip into our roles in this little drug deal charade...","","","","",""
"intro_apartment02","those junkies won't know what hit 'em before it's too late.","","","","",""
"intro_apartment03","That panic room they got in there is gonna be full of cash...","","","","",""
"intro_apartment04","and we're gonna take it all!","","","","",""
"intro_bank","2:15 pm, downtown - First World Bank","","","","",""
"intro_bank01","Alright guys, listen up - good news and bad news:","","","","",""
"intro_bank02","We got a go from our insider... ","","","","",""
"intro_bank03","he hid the thermite and a drill in the server room - but he bailed.","","","","",""
"intro_bank04","The bank manager's got the key card to get in there - let's get it on.","","","","",""
"intro_bridge","10:45 pm, Green Bridge - southbound","","","","",""
"intro_bridge01","OK, stay low everybody. I'm detonating in four, three, two, cover, ignition!","","","","",""
"intro_bridge02","Well, that oughta stop the prison transport, right? Let's get moving!","","","","",""
"intro_bridge03","Nice firework!","","","","",""
"intro_bridge04","Let's go, guys!","","","","",""
"intro_diamondheist","1:30 am, 22nd floor - Garnet Group Skyscraper","","","","",""
"intro_diamondheist01","Alright, entry point. Synchronize on my mark... Mark.","","","","",""
"intro_diamondheist02","Check!","","","","",""
"intro_diamondheist03","Remember: Stay low, stay dark, avoid guards and gunfire. Here we go...","","","","",""
"intro_hospital","8:24 pm, Mercy Hospital - Isolation ward","","","","",""
"intro_hospital00","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital01","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital02","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital03","BAIN: Right...","","","","",""
"intro_hospital04","Go to the fourth floor - the infection clinic.","","","","",""
"intro_hospital05","We're here to draw some blood from a guy that they have in quarantine.","","","","",""
"intro_hospital06","You take out the cameras, keep the civilians down...","","","","",""
"intro_hospital07","...and get me into the hospital patient database. We need to ID the right guy.","","","","",""
"intro_hospital08","This should be quick and clean - security in hospitals is low.","","","","",""
"intro_hospital09","I'll pick you up from the roof when we're done.","","","","",""
"intro_hospital10","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital100","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital101","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital102","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital103","BAIN: Right...","","","","",""
"intro_hospital104","STRANGER: Hooold the door! WOLF: Good day, sir...","","","","",""
"intro_hospital105","Do either of you have a smoke?","","","","",""
"intro_hospital106","Goddamn hospital removed their cigarette machines!","","","","",""
"intro_hospital107","That's just bad for business!","","","","",""
"intro_hospital108","*cough* *cough* I feel terrible...","","","","",""
"intro_hospital109","WOLF: Bain, grampa over here kept talking so we didn't hear you. Fuck it, let's just improvise.","","","","",""
"intro_hospital11","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital110","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital111","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital112","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital113","BAIN: Right...","","","","",""
"intro_hospital114","STRANGER: Hey! Hey - hold the goddamn door!","","","","",""
"intro_hospital115","You think just because you're wearing $5.000 suits you don't need to hold the door?!","","","","",""
"intro_hospital116","Kids these days - I swear, no manners.","","","","",""
"intro_hospital117","WOLF: Bain, grampa over here was talking - so we didn't hear shit.","","","","",""
"intro_hospital118","Fuck it, let's just improvise.","","","","",""
"intro_hospital12","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital120","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital121","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital122","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital123","BAIN: Right...","","","","",""
"intro_hospital124","STRANGER: Hooold the door!","","","","",""
"intro_hospital125","WOLF: Yeah, come on in...","","","","",""
"intro_hospital126","Ay, thank you!","","","","",""
"intro_hospital127","...and may I say you two are the finest dressed nurses in the whole hospital!","","","","",""
"intro_hospital128","WOLF: Aaargh, you old fart!","","","","",""
"intro_hospital129","I'll kill him first.","","","","",""
"intro_hospital13","BAIN: Right...","","","","",""
"intro_hospital130","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital131","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital132","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital133","BAIN: Right...","","","","",""
"intro_hospital134","STRANGER: Hooold the door!","","","","",""
"intro_hospital135","WOLF (in Swedish): Ah nä men... Det finns ju hur mycket plats som helst i den här jävla hissjäveln.","","","","",""
"intro_hospital136","STRANGER: Ah, thank you.","","","","",""
"intro_hospital137","Finally - two gentlemen in a building filled with clowns...","","","","",""
"intro_hospital138","I can tell you're good people.","","","","",""
"intro_hospital139","WOLF: Man, this guy can't stop talkin! Yap yap yap!","","","","",""
"intro_hospital14","STRANGER: Hey, hold the door!","","","","",""
"intro_hospital140","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital141","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital142","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital143","BAIN: Right...","","","","",""
"intro_hospital144","STRANGER: Hold that door!","","","","",""
"intro_hospital145","Aw, Christ in a handbag - are you two cops?","","","","",""
"intro_hospital146","I was gonna light up... You ain't gonna arrest me, are ya?","","","","",""
"intro_hospital147","WOLF: Man, this guy just can't stop talking!","","","","",""
"intro_hospital148","I'll kill him first!","","","","",""
"intro_hospital15","Please go outside and smoke - you can't smoke in here"," sir!""""","","","",""
"intro_hospital16","Bunch of crap...","","","","",""
"intro_hospital17","I remember when you could smoke in the operating room! *chuckle*","","","","",""
"intro_hospital18","Once I put on that damn dress, I tell ya; I'm smoking anywhere I want!","","","","",""
"intro_hospital19","WOLF: Bain, Old Time River here's been talking so I didn't quite catch that, but let's go.","","","","",""
"intro_hospital20","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital21","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital22","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital23","BAIN: Right...","","","","",""
"intro_hospital24","STRANGER: Back up! *cough* *cough*","","","","",""
"intro_hospital25","WOLF: Come on in.","","","","",""
"intro_hospital26","STRANGER: Yeah... thanks, I guess.","","","","",""
"intro_hospital27","What are you monkies dressed up for - a wedding or a f...","","","","",""
"intro_hospital28","Yeah, alright - I forgot where I was.","","","","",""
"intro_hospital29","WOLF: Bain, I didn't get a word of that, but fuck it - let's just do it.","","","","",""
"intro_hospital30","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital31","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital32","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital33","BAIN: Right...","","","","",""
"intro_hospital34","STRANGER: Hold the door! Hold the door!! WOLF: Good day, sir.","","","","",""
"intro_hospital35","WOLF: Bain, we got a civilian too close...","","","","",""
"intro_hospital36","Should we... Can I take him out?","","","","",""
"intro_hospital37","STRANGER: Aw Christ, look at ya.","","","","",""
"intro_hospital38","How many insurance claims did you deny to get those suits?","","","","",""
"intro_hospital39","WOLF: I didn't quite catch that... But let's go.","","","","",""
"intro_hospital40","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital41","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital42","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital43","BAIN: Right...","","","","",""
"intro_hospital44","STRANGER: Hold that door!","","","","",""
"intro_hospital45","This whole hospital can go to hell but do either of you have a light?","","","","",""
"intro_hospital46","*cough* *cough* *cough* *cough*","","","","",""
"intro_hospital47","Aw, hell...","","","","",""
"intro_hospital48","WOLF: Bain, I didn't hear squat cause Old McDonald over here was talking all the time...","","","","",""
"intro_hospital49","But let's just do it.","","","","",""
"intro_hospital50","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital51","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital52","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital53","BAIN: Right...","","","","",""
"intro_hospital54","STRANGER: Back up, let me in! WOLF: Good day, sir...","","","","",""
"intro_hospital55","Come on! Unless you two plan on operating on me here, you better make room!","","","","",""
"intro_hospital56","Let's get going, OK? *cough* *cough*","","","","",""
"intro_hospital57","WOLF: Hey Bain, I'm sure you had a great plan - I just didn't fucking hear it!","","","","",""
"intro_hospital58","But anyway, let's do it.","","","","",""
"intro_hospital60","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital61","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital62","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital63","BAIN: Right...","","","","",""
"intro_hospital64","STRANGER: Let's go, let's go! We can all fit in the elevator!","","","","",""
"intro_hospital65","DALLAS: You! Get a move on!","","","","",""
"intro_hospital66","STRANGER: Or what? You two gonna make an old man wait for the next one?","","","","",""
"intro_hospital67","WOLF: Bain, I heard nada. This guy in the elevator kept messing it up!","","","","",""
"intro_hospital68","Anyway, let's do it.","","","","",""
"intro_hospital70","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital71","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital72","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital73","BAIN: Right...","","","","",""
"intro_hospital74","STRANGER: Hey, hold the door!","","","","",""
"intro_hospital75","WOLF (in Swedish): Finns det hjärterum, finns det stjärterum...","","","","",""
"intro_hospital76","What in the hell are you two dressed up for...","","","","",""
"intro_hospital77","Is it Halloween!?","","","","",""
"intro_hospital78","WOLF: Hey Bain, great briefing. I heard jack shit.","","","","",""
"intro_hospital79","Let's just, ah... Play by ear.","","","","",""
"intro_hospital80","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital81","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital82","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital83","BAIN: Right...","","","","",""
"intro_hospital84","STRANGER: Hang on! Hang on!! WOLF: Good day sir...","","","","",""
"intro_hospital85","STRANGER: Why in the hell are you all dressed up?","","","","",""
"intro_hospital86","You two in some... goddamn... boy band!?","","","","",""
"intro_hospital87","WOLF: Bain, all I heard was:","","","","",""
"intro_hospital88","blah blah blah pick you up from the roof when we're done.""""","","","","",""
"intro_hospital89","Sounds like a plan.","","","","",""
"intro_hospital90","WOLF: Guys... it feels like something's in the air... money!","","","","",""
"intro_hospital91","BAIN: You're breaking up - can you hear me OK?","","","","",""
"intro_hospital92","WOLF: Yeah yeah yeah. Run the plan!","","","","",""
"intro_hospital93","BAIN: Right...","","","","",""
"intro_hospital94","STRANGER: Hold the door, hold the door.","","","","",""
"intro_hospital95","What the hell - you ain't doctors, are ya?","","","","",""
"intro_hospital96","What do you two do?! Sell insurance?","","","","",""
"intro_hospital97","*chuckle* What a racket...","","","","",""
"intro_hospital98","WOLF: Hey Bain, great briefing... ah...","","","","",""
"intro_hospital99","Problem is, Mr Alzheimers over here kept talking all the fucking time!","","","","",""
"intro_secret_stash","6:00 pm, the District - Abandoned building","","","","",""
"intro_secret_stash01","The limo has arrived - Taxman is here.","","","","",""
"intro_secret_stash02","Alright, to repeat: Taxman is IRS, making a shady deal with some big corporation.","","","","",""
"intro_secret_stash03","He's selling them a server with vital data. We screw 'em over, and snatch both Taxman and the server.","","","","",""
"intro_secret_stash04","With those, we'll make a $25,000,000 hack. Alex, crane ready?","","","","",""
"intro_secret_stash05","Crane ready.","","","","",""
"intro_secret_stash06","Ok guys, at the right moment disrupt the deal, then Alex lifts the limo out of there.","","","","",""
"intro_secret_stash07","Ready now!","","","","",""
"intro_slaughterhouse","8:01 am, Slaughterhouse district - AMBUSH!","","","","",""
"intro_slaughterhouse01","...and also on the 45 goin' south, there's been a major accident that's clogging the entire freeway...","","","","",""
"intro_slaughterhouse02","...it's like a war zone out there so this morning you better take scenic route!","","","","",""
"intro_slaughterhouse03","Looks like the diversion worked - they've changed their course. Convoy should be here in moments!","","","","",""
"intro_slaughterhouse04","OK, ready for action. These are Murky Water mercenaries, remember; use cover and shoot in short controlled bursts.","","","","",""
"intro_slaughterhouse05","Let's get to work.","","","","",""
"intro_street","11:00 am, uptown - Double crossed","","","","",""
"intro_street01","OK, I'll take the plates - you erase the security footage.","","","","",""
"intro_street01_2","Come on we got it, let's get out of here!","","","","",""
"intro_street02","No, that wasn't the plan. Don't change things up, man!","","","","",""
"intro_street02_2","There, Slick - now I call the shots!","","","","",""
"intro_street03","There, Slick! Now I call the shots!","","","","",""
"intro_street03_2","What the..! What are you doin' Matt!?","","","","",""
"intro_street04","What the..! What are you doing, Matt!?","","","","",""
"intro_street04_2","Hah, fooled ya guys!","","","","",""
"intro_street05","Haha! Fooled ya guys!","","","","",""
"intro_street05_2","Open the god damn door Matt!","","","","",""
"intro_suburbia","12:00 pm, Suburbs - Bodhi's Pool Repair","","","","",""
"intro_suburbia01","Bodhi's Pool Repair.","","","","",""
"intro_suburbia02","Bonjour, it's Mitchell over on Keel Street. The pipes, you know the ones you've supposedly fixed, they're leaking again.","","","","",""
"intro_suburbia03","Sorry to hear that, sir. We'll send our guys over right away.","","","","",""
"intro_suburbia04","Yeah, you hurry!","","","","",""
"intro_suburbia05","They bought it - let's drain the place!","","","","",""
"intro_suburbia06","Suit up, load 'em, get to work!","","","","",""
"location_ap_secretroom","Room 145.","","","","",""
"location_backalley","In Back Alley.","","","","",""
"location_balcony","On Balcony.","","","","",""
"location_basement","In Basement.","","","","",""
"location_bridge_boat","On A Boat.","","","","",""
"location_bridge_bridge","On Bridge.","","","","",""
"location_bridge_construction","At Construction.","","","","",""
"location_bridge_convoy","At Convoy.","","","","",""
"location_bridge_end","At Bridge Pillar.","","","","",""
"location_bridge_scaffhold","On Scaffolding.","","","","",""
"location_bridge_scaffhold_roof","Top of the Tower.","","","","",""
"location_cafeteria","In Cafeteria.","","","","",""
"location_cokeoverkill","By the OVERKILL Cola sign.","","","","",""
"location_conferance","In Conference Room.","","","","",""
"location_dh_admin","In Administration.","","","","",""
"location_dh_atrium","In Atrium.","","","","",""
"location_dh_bigred","At Big Red.","","","","",""
"location_dh_canteen","In Canteen.","","","","",""
"location_dh_construction","At Construction.","","","","",""
"location_dh_elevators22","By Elevators Floor 22.","","","","",""
"location_dh_elevators23","By Elevators Floor 23.","","","","",""
"location_dh_fitness","In Fitness Center.","","","","",""
"location_dh_floor22","On Floor 22.","","","","",""
"location_dh_floor23","On Floor 23.","","","","",""
"location_dh_heliroof","On Roof Helipad.","","","","",""
"location_dh_loot","In Vault.","","","","",""
"location_dh_managment","In Management.","","","","",""
"location_dh_party","At Party.","","","","",""
"location_dh_pr","In PR Department.","","","","",""
"location_dh_roof","On Roof.","","","","",""
"location_dh_roofacces","At Roof Access.","","","","",""
"location_dh_sales","In Sales Department.","","","","",""
"location_dh_security","In Security Room.","","","","",""
"location_dh_server","In Server Room.","","","","",""
"location_dh_terrace","On Terrace.","","","","",""
"location_drill_office","In Drill Area.","","","","",""
"location_druglab","In Drug Lab.","","","","",""
"location_embassy","At the Embassy.","","","","",""
"location_firescape","On Fire Escape.","","","","",""
"location_floor1","On Floor 1.","","","","",""
"location_floor2","On Floor 2.","","","","",""
"location_floor3","On Floor 3.","","","","",""
"location_floor4","On Floor 4.","","","","",""
"location_floor5","On Floor 5.","","","","",""
"location_front","In Front.","","","","",""
"location_hospital_BreakRoom","Break Room","","","","",""
"location_hospital_Cafeteria","Cafeteria","","","","",""
"location_hospital_Elevator","Elevator","","","","",""
"location_hospital_ElevatorShaft","Elevator Shaft","","","","",""
"location_hospital_Entrance","Elevators","","","","",""
"location_hospital_Exam22","Examination B22","","","","",""
"location_hospital_Exam25","Examination C25","","","","",""
"location_hospital_ExamA12","Examination A12","","","","",""
"location_hospital_ExamA13","Examination A13","","","","",""
"location_hospital_ExamD45","Examination D45","","","","",""
"location_hospital_ExamE52","Examination E52","","","","",""
"location_hospital_ExamE53","Examination E53","","","","",""
"location_hospital_ExamF64","Examination F64","","","","",""
"location_hospital_ExamG64","Examination G27","","","","",""
"location_hospital_ExamH88","Examination H88","","","","",""
"location_hospital_ICUArea","ICU Area","","","","",""
"location_hospital_ISOa","Isolation A","","","","",""
"location_hospital_ISOb","Isolation B","","","","",""
"location_hospital_ISOc","Isolation C","","","","",""
"location_hospital_Morgue","Morgue","","","","",""
"location_hospital_Office","Office","","","","",""
"location_hospital_ReceptionCorridor","Reception Corridor","","","","",""
"location_hospital_Roof","Roof","","","","",""
"location_hospital_construction","Construction","","","","",""
"location_hospital_laundry","Laundry room","","","","",""
"location_hospital_locker","Locker room","","","","",""
"location_hospital_mainCorridor","Main Corridor","","","","",""
"location_hospital_northCorridor","North Corridor","","","","",""
"location_hospital_outsideICU","Outside ICU","","","","",""
"location_hospital_reception","Reception","","","","",""
"location_hospital_roofelevator","Roof Elevator","","","","",""
"location_hospital_serviceArea","Service area","","","","",""
"location_hospital_staircase","Staircase","","","","",""
"location_hospital_westCorridor","West Corridor","","","","",""
"location_lobby","In Lobby.","","","","",""
"location_management","In Management.","","","","",""
"location_office","In Second Office Building.","","","","",""
"location_outside","Outside.","","","","",""
"location_overpass","On Overpass.","","","","",""
"location_panicroom","In Panic Room.","","","","",""
"location_plaza","On Plaza.","","","","",""
"location_roof","On Roof.","","","","",""
"location_server","In Server Room.","","","","",""
"location_slaughterhouse_alley","In the Alley.","","","","",""
"location_slaughterhouse_alley_stairs","On the Alley Stairs.","","","","",""
"location_slaughterhouse_bosshouse","In the Office.","","","","",""
"location_slaughterhouse_container_area","In the Container Area.","","","","",""
"location_slaughterhouse_fridgeroom","In the Fridge Room.","","","","",""
"location_slaughterhouse_loadingroom","In the Loading Room.","","","","",""
"location_slaughterhouse_lockerroom","In the Locker Room.","","","","",""
"location_slaughterhouse_main_corridor","In the Main Corridor.","","","","",""
"location_slaughterhouse_mainroom","In the Main Room.","","","","",""
"location_slaughterhouse_mainroom_walkway","On the Main Room Walkway.","","","","",""
"location_slaughterhouse_outside_entrance","At the Slaughterhouse Entrance.","","","","",""
"location_slaughterhouse_rooftop","On the Rooftop.","","","","",""
"location_slaughterhouse_rooftop_stairs","On the Rooftop Stairs.","","","","",""
"location_slaughterhouse_safehouse","In the Safe House.","","","","",""
"location_slaughterhouse_sewer","In the Sewer.","","","","",""
"location_slaughterhouse_sewer_entry","in the Sewer Entry.","","","","",""
"location_slaughterhouse_sewer_exit","In Sewer Exit.","","","","",""
"location_slaughterhouse_staffkitchen","In the Staff Kitchen.","","","","",""
"location_slaughterhouse_toilet","In the Toilet.","","","","",""
"location_slaughterhouse_walkway","On the Walkway.","","","","",""
"location_slaughterhouse_yard","On the Yard.","","","","",""
"location_str_1ave","On Foreign Ave.","","","","",""
"location_str_1st","On Scarlet St.","","","","",""
"location_str_2ave","On Major Ave.","","","","",""
"location_str_2st","On Easy St.","","","","",""
"location_str_3ave","On Armitage Ave.","","","","",""
"location_str_crash","At Inkwell Industrial.","","","","",""
"location_str_drakes","At Drake's Loading.","","","","",""
"location_str_end","By the OVERKILL Cola sign.","","","","",""
"location_str_parking","At Jake's Parking.","","","","",""
"location_str_x1st1ave","By Foreign and Scarlet.","","","","",""
"location_str_x1st2ave","By Scarlet and Major.","","","","",""
"location_str_x2st2ave","By Major and Easy.","","","","",""
"location_suburbia_m_by","At Mitchell's Back","","","","",""
"location_suburbia_m_cellar","In Mitchell's Cellar","","","","",""
"location_suburbia_m_fy","At Mitchell's Front","","","","",""
"location_suburbia_m_garage","In Mitchell's Garage","","","","",""
"location_suburbia_m_house","In Mitchell's House","","","","",""
"location_suburbia_sewer","In Sewers","","","","",""
"location_suburbia_shelter","In Shelter","","","","",""
"location_suburbia_str1","On Pacific Drv.","","","","",""
"location_suburbia_str13","At Pacific and Marine","","","","",""
