"achievement_armored_4","Я роблю те, що роблю найкраще, я отримую бали"
"achievement_armored_4_additional","Створіть обліковий запис Starbreeze Nebula у меню налаштувань."
"achievement_armored_4_desc","Носячи маску «Хокейна Спека», виконайте будь-яке завдання «Броньована Транспорт» 15 разів на складності OVERKILL або вище."
"achievement_armored_5","Ліцензія на вбивство"
"achievement_armored_5_additional","Цей здобуток вимагає наявності DLC «Броньована Транспорт»."
"achievement_armored_5_desc","Вбийте 378 ворогів із пістолета Gruber Kurz."
"achievement_armored_6","Нехай вони дивляться"
"achievement_armored_6_additional","Вбивства ворогів, здійснені ботами ШІ, будуть зараховані до цього здобутку."
"achievement_armored_6_desc","Виконайте завдання «Транспорт: Пограбування потяга» без вбивства жодного ворога-снайпера учасниками вашої команди."
"achievement_armored_7","Я не шахрай!"
"achievement_armored_7_additional","Цей здобуток вимагає наявності DLC «Броньована Транспорт»."
"achievement_armored_7_desc","Носячи маску «37-й», вбийте 69 снайперів із гвинтівки Commando 553."
"achievement_armored_8","Я не мав сексуальних стосунків із тим бульдозером"
"achievement_armored_8_additional","Цей здобуток вимагає наявності DLC «Броньована Транспорт»."
"achievement_armored_8_desc","Носячи маску «42-й», обміняйте 7 цивільних."
"achievement_armored_9","Дурень один раз, соромно - соромно вам. Дурень - ви не можете бути обдурені знову"
"achievement_armored_9_additional","Цей здобуток вимагає наявності DLC «Броньована Транспорт»."
"achievement_armored_9_desc","Носячи маску «43-й», вбийте 95 Щитів із шведського підствольного пістолета."
"achievement_axe_1","Дмитро, найдорожчий з усіх моїх друзів!"
"achievement_axe_11","Кількість кадрів у секунду?"
"achievement_axe_11_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_11_desc","Виконайте завдання «Фреймінг Фрейм» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_13","Брудна енергія"
"achievement_axe_13_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_13_desc","Виконайте завдання «Велика Нафта» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_14","Розпродаж"
"achievement_axe_14_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_14_desc","Виконайте завдання «Ювелірний магазин» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_15","Симулятор скидування сумок"
"achievement_axe_15_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_15_desc","Виконайте завдання «Діамантовий магазин» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_16","Світова еліта"
"achievement_axe_16_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_16_desc","Виконайте завдання «GO Банк» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_17","Повернення інвестицій"
"achievement_axe_17_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_17_desc","Виконайте завдання «Пограбування банку: Випадкове» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_18","Форт Кноксед Даун"
"achievement_axe_18_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_18_desc","Виконайте завдання «Пограбування банку: Золото» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_19","Все про зелень"
"achievement_axe_19_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_19_desc","Виконайте завдання «Пограбування банку: Готівка» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_1_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_1_desc","Виконайте завдання «Українська Робота» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_2","Я розіб'ю ваші торгові центри"
"achievement_axe_20","Ще один..."
"achievement_axe_20_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_20_desc","Виконайте завдання «Пограбування банку: Депозит» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_21","Чому грабіжник перейшов дорогу?"
"achievement_axe_21_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_21_desc","Виконайте завдання «Транспорт: Хрестовик» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_22","Крайм.нет вулична вечірка"
"achievement_axe_22_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_22_desc","Виконайте завдання «Транспорт: Даунтаун» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_23","Сталева тара професійних лиходіїв"
"achievement_axe_23_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_23_desc","Виконайте завдання «Транспорт: Гавань» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_24","Тримаючись у вуличному середовищі"
"achievement_axe_24_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_24_desc","Виконайте завдання «Транспорт: Парк» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_25","Туман це все, я виходжу!"
"achievement_axe_25_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_25_desc","Виконайте завдання «Транспорт: Під'їзд» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_26","Хороше старомодне пограбування потяга"
"achievement_axe_26_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_26_desc","Виконайте завдання «Транспорт: Пограбування потяга» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_27","Тільки невдахи грають чесно"
"achievement_axe_27_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_27_desc","Виконайте завдання «День виборів» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_29","Як відібрати цукерку у важкоозброєної військової сили"
"achievement_axe_29_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_29_desc","Виконайте завдання «Тіньове пограбування» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_2_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_2_desc","Виконайте завдання «Пограбування магазинів» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_3","Платіжна картка"
"achievement_axe_30","Кабан зламав банк"
"achievement_axe_30_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_30_desc","Виконайте завдання «Великий Банк» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_31","Загроза Денніса"
"achievement_axe_31_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_31_desc","Виконайте завдання «Гаряча лінія Маямі» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_33","Малювання кров'ю"
"achievement_axe_33_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_33_desc","Виконайте завдання «Художня галерея» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_34","Досі маєте той щасливий долар?"
"achievement_axe_34_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_34_desc","Виконайте завдання «Викрадення Хокстона» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_36","Джонссонліган"
"achievement_axe_36_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_36_desc","Виконайте завдання «Діамант» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_37","Проблеми першого світу"
"achievement_axe_37_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_37_desc","Виконайте завдання «Перший Світовий Банк» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_38","Бійня"
"achievement_axe_38_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_38_desc","Виконайте завдання «Бійня» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_39","Не прощення"
"achievement_axe_39_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_39_desc","Виконайте завдання «Помста Хокстона» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_3_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_3_desc","Виконайте завдання «Чотири магазини» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_4","Не в списку запрошених"
"achievement_axe_40","На ім'я Гайзенберга"
"achievement_axe_40_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_40_desc","Виконайте завдання «Готуємо» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_41","Давно минуле"
"achievement_axe_41_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_41_desc","Виконайте завдання «Автомагазин» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_42","Доктор Стрейнджвлад"
"achievement_axe_42_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_42_desc","Виконайте завдання «Розплавлення» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_43","Танець, танцюйте, Генсек"
"achievement_axe_43_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_43_desc","Виконайте завдання «Алессо Пограбування» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_44","Океанські чотири"
"achievement_axe_44_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_44_desc","Виконайте завдання «Золотий Грін Касіно» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_45","Турист катастрофи"
"achievement_axe_45_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_45_desc","Виконайте завдання «Наслідок» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_46","Я вижив у Лабораторних щурах з одним зниженним і все, що я отримав, це цей здобуток"
"achievement_axe_46_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_46_desc","Виконайте завдання «Лабораторні щури» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_47","Не досить радикально для вас?"
"achievement_axe_47_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_47_desc","Виконайте завдання «Під горою» на складності «Вирок смерті» з активованим механіком «Один із нас»."
"achievement_axe_48","Робимо дощ"
"achievement_axe_48_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_48_desc","Виконайте роботу ""Народження неба"" зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_49","Ви справді хочете пожартувати?"
"achievement_axe_49_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_49_desc","Виконайте роботу Goat Simulator зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_4_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_4_desc","Виконайте роботу ""Нічний клуб"" зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_5","Бій як у загнаних звірів"
"achievement_axe_51","Ремонтна бригада Бодхі"
"achievement_axe_51_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_51_desc","Виконайте роботу ""Підробка"" зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_52","Смерть та податки"
"achievement_axe_52_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_52_desc","Виконайте роботу ""Під прикриттям"" зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_53","ЕМПатія"
"achievement_axe_53_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_53_desc","Виконайте роботу Murky Station зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_54","На моїй дванадцятий спробі з механікою ""Один із нас"" почалося справжнє пекло"
"achievement_axe_54_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_54_desc","Виконайте роботу ""Різдвяна майстерня"" зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_55","Визначення ""Безпечного будинку"" змінюється"
"achievement_axe_55_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_55_desc","Виконайте роботу ""Панічна кімната"" зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_56","Для чого це корисно?"
"achievement_axe_56_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_56_desc","Виконайте роботу ""Точка кипіння"" зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_57","Надзвичайно небезпечно"
"achievement_axe_57_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_57_desc","Виконайте роботу ""Викрадення байкерів"" зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_59",";)"
"achievement_axe_59_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_59_desc","Виконайте роботу ""Біле Різдво"" зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_5_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_5_desc","Виконайте роботу ""Сторожові"" зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_60","Тримайте ноги на землі"
"achievement_axe_60_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_60_desc","Виконайте роботу ""Бомба: Ліс"" зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_61","Відправте це"
"achievement_axe_61_additional","Це досягнення вимагає, щоб ви грали від лобі до кінця пограбування. Ви можете активувати механіку One Down на екрані покупки контракту."
"achievement_axe_61_desc","Виконайте роботу ""Бомба: Док"" зі складнощами ""Вирок смерті"" із активованою механікою ""Один із нас""."
"achievement_axe_62","Сумний Влад - це погано"
