"ch_beretta92_taser_kill_1_hl","B9-S проти електрошокерів"
"ch_beretta92_vs_the_law","Використовуючи B9-S, переможіть ##beretta92_law_kill## правоохоронців. Використання ближнього бою не зараховується до цього виклику!"
"ch_beretta92_vs_the_law_1_hl","B9-S проти закону I"
"ch_beretta92_vs_the_law_2_hl","B9-S проти закону II"
"ch_beretta92_vs_the_law_3_hl","B9-S проти закону III"
"ch_beretta92_vs_the_law_4_hl","B9-S проти закону IV"
"ch_beretta92_vs_the_law_5_hl","B9-S проти закону V"
"ch_beretta92_vs_the_law_6_hl","B9-S проти закону VI"
"ch_bleed_out_kill","Переможіть ##bleed_out_kill## правоохоронців під час кровотечі. Використання мін-пасток або вартових не зараховується до цього виклику!"
"ch_bleed_out_kill_1_hl","Чекайте, я ще не мертвий! I"
"ch_bleed_out_kill_2_hl","Чекайте, я ще не мертвий! II"
"ch_bleed_out_kill_3_hl","Чекайте, я ще не мертвий! III"
"ch_bleed_out_kill_4_hl","Чекайте, я ще не мертвий! IV"
"ch_bleed_out_multikill","Переможіть ##bleed_out_multikill## правоохоронців під час однієї кровотечі."
"ch_bleed_out_multikill_hl","Легендарна остання стійка"
"ch_blood_in_blood_out","Обміняйте всіх м'ясників у SLAUGHTERHOUSE."
"ch_blood_in_blood_out_hl","Кров за кров"
"ch_blow_out","Пройдіть UNDERCOVER з усією командою використовуючи тільки GL40. Щоб виконати це завдання, вся ваша команда повинна пройти пограбування з початку. Використання ближнього бою не зараховується до цього виклику!"
"ch_blow_out_hl","Вибух"
"ch_bomb_man","У DIAMOND HEIST, переможіть усіх дванадцятьох охоронців-патрульних використовуючи тільки мін-пастки. Щоб виконати це завдання, потрібно пройти пограбування з початку."
"ch_bomb_man_hl","Мінач"
"ch_bridge_no_bleedouts","Пройдіть ""Зелений міст"" на складності ""Важко"" не потрапляючи в кровотечу."
"ch_bridge_no_bleedouts_hl","""Зелений міст"": Непробивний"
"ch_bridge_no_civilians","Пройдіть ""Зелений міст"" на складності ""Важко"" не вбиваючи жодного цивільного."
"ch_bridge_no_civilians_hl","""Зелений міст"": Чисте вбивство"
"ch_bridge_no_deaths","Пройдіть ""Зелений міст"" на складності ""Важко"" не потрапляючи під арешт."
"ch_bridge_no_deaths_hl","""Зелений міст"": Як професіонал"
"ch_bridge_on_overkill","Пройдіть ""Зелений міст"" на складності OVERKILL."
"ch_bridge_on_overkill_145","Пройдіть GREEN BRIDGE на складності OVERKILL 145+. Щоб виконати це завдання, потрібно пройти пограбування з початку."
"ch_bridge_on_overkill_145_hl","Побити щит"
"ch_bridge_on_overkill_hl","""Зелений міст"": OVERKILL"
"ch_bridge_overkill_no_trade","Пройдіть ""Зелений міст"" на складності OVERKILL не допускаючи обміну заручниками."
"ch_bridge_overkill_no_trade_hl","""Зелений міст"": Не втрачай обличчя"
"ch_bronco_head_shots","Використовуючи Bronco .44, переможіть ##bronco_law_head_shot## правоохоронців влучним пострілом в голову. Використання ближнього бою не зараховується до цього виклику!"
"ch_bronco_head_shots_1_hl","Експерт Bronco .44 I"
"ch_bronco_head_shots_2_hl","Експерт Bronco .44 II"
"ch_bronco_head_shots_3_hl","Експерт Bronco .44 III"
"ch_bronco_head_shots_4_hl","Експерт Bronco .44 IV"
"ch_bronco_tank_kill","Використовуючи Bronco .44, переможіть ##bronco_tank_kill## бульдозерів. Використання ближнього бою не зараховується до цього виклику!"
"ch_bronco_tank_kill_1_hl","Bronco .44 проти бульдозерів"
"ch_bronco_vs_the_law","Використовуючи Bronco .44, переможіть ##bronco_law_kill## правоохоронців. Використання ближнього бою не зараховується до цього виклику!"
"ch_bronco_vs_the_law_1_hl","Bronco .44 проти закону I"
"ch_bronco_vs_the_law_2_hl","Bronco .44 проти закону II"
"ch_bronco_vs_the_law_3_hl","Bronco .44 проти закону III"
"ch_bronco_vs_the_law_4_hl","Bronco .44 проти закону IV"
"ch_bronco_vs_the_law_5_hl","Bronco .44 проти закону V"
"ch_bronco_vs_the_law_6_hl","Bronco .44 проти закону VI"
"ch_bullet_to_bleed_out","Потрапте в кровотечу від ворожого вогню."
"ch_bullet_to_bleed_out_hl","Вниз, але не мертвий"
"ch_c45_fbi_kill","Використовуючи Crosskill, переможіть ##c45_fbi_kill## агентів ФБР. Використання ближнього бою не зараховується до цього виклику!"
"ch_c45_fbi_kill_1_hl","Crosskill .45 проти ФБР"
"ch_c45_head_shots","Використовуючи Crosskill, переможіть ##c45_law_head_shot## правоохоронців влучним пострілом в голову. Використання ближнього бою не зараховується до цього виклику!"
"ch_c45_head_shots_1_hl","Експерт Crosskill .45 I"
"ch_c45_head_shots_2_hl","Експерт Crosskill .45 II"
"ch_c45_head_shots_3_hl","Експерт Crosskill .45 III"
"ch_c45_head_shots_4_hl","Експерт Crosskill .45 IV"
"ch_c45_vs_the_law","Використовуючи Crosskill, переможіть ##c45_law_kill## правоохоронців. Використання ближнього бою не зараховується до цього виклику!"
"ch_c45_vs_the_law_1_hl","Crosskill .45 проти закону I"
"ch_c45_vs_the_law_2_hl","Crosskill .45 проти закону II"
"ch_c45_vs_the_law_3_hl","Crosskill .45 проти закону III"
"ch_c45_vs_the_law_4_hl","Crosskill .45 проти закону IV"
"ch_c45_vs_the_law_5_hl","Crosskill .45 проти закону V"
"ch_c45_vs_the_law_6_hl","Crosskill .45 проти закону VI"
"ch_cant_touch","Пройдіть HEAT STREET на складності OVERKILL з точністю групи 60% або вище. Щоб виконати це завдання, вся ваша команда повинна пройти пограбування з початку."
"ch_cant_touch_hl","Легка вулиця"
"ch_chavez_can_run","У PANIC ROOM, візьміть ключ у Чавеса протягом перших 45 секунд після початку місії. Щоб виконати це завдання, потрібно пройти пограбування з початку."
"ch_chavez_can_run_hl","Можна бігти, але не можна сховатися"
"ch_cheney","Переможіть бульдозер дробовиком."
"ch_cheney_hl","Чені?"
"ch_christmas_present","У багатокористувацькому режимі різдвяний подарунок знайдете на будь-якому рівні складності."
"ch_christmas_present_hl","Щасливого Різдва"
"ch_citys_finest","Переможіть 44,150 правоохоронців."
"ch_citys_finest_hl","Найкращі з міста"
"ch_civil_disobedience","Переможіть 100 правоохоронців за одне пограбування."
"ch_civil_disobedience_hl","Цивільна непокора"
"ch_crack_bang","Отримуєте рівень у дереві Стрільця, якщо останнє вбивство було снайпером."
"ch_crack_bang_hl","Тріск-бабах"
"ch_crowd_control","Пройдіть COUNTERFEIT не дозволяючи жодному заручнику втекти або померти. Щоб виконати це завдання, потрібно пройти пограбування з початку."
"ch_crowd_control_hl","Керування натовпом"
"ch_deploy_ammobag","Розмістіть ##deploy_ammobag## патронні сумки."
"ch_deploy_ammobag_hl","Постачальник боєприпасів"
"ch_det_gadget","Пройдіть будь-яке пограбування використовуючи STRYK Pistol, AK Rifle, GL40 Grenade Launcher, Toolkit upgrade, Sentry Gun equipment і Big Game Hunters crew bonus. Щоб виконати це завдання, потрібно пройти пограбування з початку."
"ch_det_gadget_hl","Детектив-гаджет"
"ch_diamond_heist_no_bleedouts","Пройдіть ""Діамантове пограбування"" на складності ""Важко"" не потрапляючи в кровотечу."
"ch_diamond_heist_no_bleedouts_hl","""Діамантове пограбування"": Непробивний"
"ch_diamond_heist_no_civilians","Пройдіть ""Діамантове пограбування"" на складності ""Важко"" не вбиваючи жодного цивільного."
"ch_diamond_heist_no_civilians_hl","""Діамантове пограбування"": Чисте вбивство"
"ch_diamond_heist_no_deaths","Пройдіть ""Діамантове пограбування"" на складності ""Важко"" не потрапляючи під арешт."
"ch_diamond_heist_no_deaths_hl","""Діамантове пограбування"": Як професіонал"
"ch_diamond_heist_on_overkill","Пройдіть ""Діамантове пограбування"" на складності OVERKILL."
"ch_diamond_heist_on_overkill_145","Пройдіть DIAMOND HEIST на складності OVERKILL 145+. Щоб виконати це завдання, потрібно пройти пограбування з початку."
"ch_diamond_heist_on_overkill_145_hl","Поганий код"
"ch_diamond_heist_on_overkill_hl","""Діамантове пограбування"": OVERKILL"
"ch_diamond_heist_overkill_no_trade","Пройдіть ""Діамантове пограбування"" на складності OVERKILL не допускаючи обміну заручниками."
"ch_diamond_heist_overkill_no_trade_hl","""Діамантове пограбування"": Не втрачай обличчя"
"ch_diplomatic","Виконайте обмін заручниками."
"ch_diplomatic_hl","Дипломатичний"
"ch_dodge_this","Пройдіть пограбування на нормальній складності або вище, вбивши бульдозера не отримавши ушкоджень від будь-якого бульдозера. Щоб виконати це завдання, потрібно пройти пограбування з початку."
"ch_dodge_this_hl","Ухились!"
"ch_dont_lose_face","Пройдіть всі оригінальні пограбування на складності OVERKILL не допускаючи обміну заручниками. Щоб виконати це завдання, потрібно пройти пограбування з початку."
"ch_dont_lose_face_hl","Не втрачай обличчя"
"ch_dozen_angry","У DIAMOND HEIST, отримайте великий діамант і втечіть на складності OVERKILL з усіма вашими товаришами по команді живими. Щоб виконати це завдання, потрібно пройти пограбування з початку."
"ch_dozen_angry_hl","Я натиснув кнопку і вижив!"
"ch_drop_armored_car","Доправте броньовик до скидання без пострілу в нього в SLAUGHTERHOUSE. Щоб виконати це завдання, потрібно пройти пограбування з початку."
"ch_drop_armored_car_hl","Але як?"
"ch_dual_tripmine","Переможіть двох правоохоронців однією мін-пасткою."
"ch_dual_tripmine_hl","Двоє пішли на мін-пастку"
"ch_duck_hunting","Пройдіть GREEN BRIDGE на складності ""Важко"" або OVERKILL. Щоб виконати це завдання, потрібно пройти пограбування з початку."
"ch_duck_hunting_hl","Міст занадто далеко!"
"ch_eagle_eyes","Point out a special enemy using the ''shout out'' command."
"ch_eagle_eyes_hl","Орілині очі"
"ch_fall_to_bleed_out","Потрапте в кровотечу від ушкоджень від падіння."
"ch_fall_to_bleed_out_hl","Я впав - і не можу підвестися!"
"ch_federal_crime","Переможіть 25 агентів ФБР поспіль."
"ch_federal_crime_hl","Федеральний злочин"
"ch_glock_head_shots","Використовуючи STRYK, переможіть ##glock_law_head_shot## правоохоронців влучним пострілом в голову. Використання ближнього бою не зараховується до цього виклику!"
"ch_glock_head_shots_1_hl","STRYK проти закону (в голову) I"
"ch_glock_head_shots_2_hl","STRYK проти закону (в голову) II"
"ch_glock_head_shots_3_hl","STRYK проти закону (в голову) III"
"ch_glock_head_shots_4_hl","STRYK проти закону (в голову) IV"
"ch_glock_shield_body_shot","Використовуючи STRYK, переможіть ##glock_shield_body_shot## щитоносців пострілом в тіло. Використання ближнього бою не зараховується до цього виклику!"
"ch_glock_shield_body_shot_1_hl","STRYK проти щитоносців"
"ch_glock_vs_the_law","Використовуючи STRYK, переможіть ##glock_law_kill## правоохоронців. Використання ближнього бою не зараховується до цього виклику!"
"ch_glock_vs_the_law_1_hl","STRYK проти закону I"
"ch_glock_vs_the_law_2_hl","STRYK проти закону II"
"ch_glock_vs_the_law_3_hl","STRYK проти закону III"
"ch_glock_vs_the_law_4_hl","STRYK проти закону IV"
"ch_glock_vs_the_law_5_hl","STRYK проти Закону V"
"ch_glock_vs_the_law_6_hl","STRYK проти Закону VI"
"ch_golden_boy","Пройдіть усі вихідні пограбування на складності OVERKILL 145+ та покажіть усім, що ви на вершині! Виконання цього завдання зробить вас золотим!"
"ch_golden_boy_hl","Ви - ЗОЛОТИЙ! OVERKILL вітає вас!"
"ch_got_your_back","Обміняйте на заручника у вашій першій грі."
"ch_got_your_back_hl","Тримаю за тебе спину, нуб"
"ch_grim_reaper","Переможіть представника закону, коли ви перебуваєте під вартою."
"ch_grim_reaper_hl","Жнець"
"ch_hk21_head_shots","Використовуючи Brenner 21, переможіть ##hk21_law_head_shot## представників закону пострілами в голову. Використання ближнього бою не зараховується до цього виклику!"
"ch_hk21_head_shots_1_hl","Експерт Brenner 21 I"
"ch_hk21_head_shots_2_hl","Експерт Brenner 21 II"
"ch_hk21_head_shots_3_hl","Експерт Brenner 21 III"
"ch_hk21_head_shots_4_hl","Експерт Brenner 21 IV"
"ch_hk21_shield_kill","Використовуючи Brenner 21, переможіть ##hk21_shield_kill## Щитів. Використання ближнього бою не зараховується до цього виклику!"
"ch_hk21_shield_kill_1_hl","Brenner 21 проти Щитів"
"ch_hk21_vs_the_law","Використовуючи Brenner 21, переможіть ##hk21_law_kill## представників закону. Використання ближнього бою не зараховується до цього виклику!"
"ch_hk21_vs_the_law_1_hl","Brenner 21 проти Закону I"
"ch_hk21_vs_the_law_2_hl","Brenner 21 проти Закону II"
"ch_hk21_vs_the_law_3_hl","Brenner 21 проти Закону III"
"ch_hk21_vs_the_law_4_hl","Brenner 21 проти Закону IV"
"ch_hk21_vs_the_law_5_hl","Brenner 21 проти Закону V"
"ch_hk21_vs_the_law_6_hl","Brenner 21 проти Закону VI"
"ch_hos_afraid_of_the_dark","У NO MERCY, відновіть живлення протягом 5 секунд після його вимкнення. Щоб виконати це завдання, вам доведеться почати пограбування спочатку."
"ch_hos_afraid_of_the_dark_hl","Боїться темряви"
"ch_hos_cut_wire","У NO MERCY, переріжте правильний дріт, що відкриває систему безпеки дверей ICU. Щоб виконати це завдання, вам доведеться почати пограбування спочатку."
"ch_hos_cut_wire_hl","...чи може це був синій?"
"ch_hos_dont_panic","Пройдіть NO MERCY на складності Важкій або OVERKILL без жодного цивільного, який би підняв сигнал тривоги. Щоб виконати це завдання, вам доведеться почати пограбування спочатку."
"ch_hos_dont_panic_hl","Не панікуйте"
"ch_hos_wrong_door","Пройдіть NO MERCY на складності OVERKILL, відкривши всі три двері безпеки ICU. Щоб виконати це завдання, вам доведеться почати пограбування спочатку."
"ch_hos_wrong_door_hl","Це не ті двері, знову!"
"ch_hot_lava","Не дозволяйте представникам закону досягнути графіті на центрі даху в PANIC ROOM від об'єкта SECURE THE ROOF до об'єкта ESCAPE на складності Важкій або OVERKILL. Щоб виконати це завдання, вам доведеться почати пограбування спочатку."
"ch_hot_lava_hl","Гаряча лава"
"ch_intimidating","Дайте важкому SWAT здатися."
"ch_intimidating_hl","Залякування"
"ch_kill_cameras","Знищіть усі камери в FIRST WORLD BANK протягом 10 секунд після витягування зброї. Щоб виконати це завдання, вам доведеться почати пограбування спочатку."
"ch_kill_cameras_hl","Немає фотографій"
"ch_kill_thugs","У PANIC ROOM, убiйте всіх озброєних бандитів у будівлі та навколо неї протягом 60 секунд після того, як ви та ваша команда витягли зброю. Щоб виконати це завдання, вам доведеться почати пограбування спочатку."
"ch_kill_thugs_hl","Швидка стрільба"
"ch_last_man_standing","Пройдіть пограбування після того, як ви залишилися єдиним живим. (4 товариша)."
"ch_last_man_standing_hl","Останній в строю"
"ch_lay_on_hands","Отримуєте рівень у дереві Підтримки під час відродження товариша по команді."
"ch_lay_on_hands_hl","Накладення рук"
"ch_left_for_dead","Закінчіть пограбування під вартою, коли всі ваші товариші живі. (4 товариша)."
"ch_left_for_dead_hl","Залишений напризволяще"
"ch_m14_head_shots","Використовуючи M308, переможіть ##m14_law_head_shot## представників закону пострілами в голову. Використання ближнього бою не зараховується до цього виклику!"
"ch_m14_head_shots_1_hl","Експерт M308 I"
"ch_m14_head_shots_2_hl","Експерт M308 II"
"ch_m14_head_shots_3_hl","Експерт M308 III"
"ch_m14_head_shots_4_hl","Експерт M308 IV"
"ch_m14_taser_head_shot","Використовуючи M308, переможіть ##m14_taser_head_shot## Тазерів пострілами в голову. Використання ближнього бою не зараховується до цього виклику!"
"ch_m14_taser_head_shot_1_hl","M308 проти Тазерів"
"ch_m14_vs_the_law","Використовуючи M308, переможіть ##m14_law_kill## представників закону. Використання ближнього бою не зараховується до цього виклику!"
"ch_m14_vs_the_law_1_hl","M308 проти Закону I"
"ch_m14_vs_the_law_2_hl","M308 проти Закону II"
"ch_m14_vs_the_law_3_hl","M308 проти Закону III"
"ch_m14_vs_the_law_4_hl","M308 проти Закону IV"
"ch_m14_vs_the_law_5_hl","M308 проти Закону V"
"ch_m14_vs_the_law_6_hl","M308 проти Закону VI"
"ch_m4_head_shots","Використовуючи Amcar-4, переможіть ##m4_law_head_shot## представників закону пострілами в голову. Використання ближнього бою не зараховується до цього виклику!"
"ch_m4_head_shots_1_hl","Експерт Amcar-4 I"
"ch_m4_head_shots_2_hl","Експерт Amcar-4 II"
"ch_m4_head_shots_3_hl","Експерт Amcar-4 III"
"ch_m4_head_shots_4_hl","Експерт Amcar-4 IV"
"ch_m4_spooc_head_shot","Використовуючи Amcar-4, переможіть ##m4_spooc_head_shot## Cloakers пострілами в голову. Використання ближнього бою не зараховується до цього виклику!"
"ch_m4_spooc_head_shot_1_hl","Amcar-4 проти Cloakers"
"ch_m4_vs_the_law","Використовуючи Amcar-4, переможіть ##m4_law_kill## представників закону. Використання ближнього бою не зараховується до цього виклику!"
"ch_m4_vs_the_law_1_hl","Amcar-4 проти Закону I"
"ch_m4_vs_the_law_2_hl","Amcar-4 проти Закону II"
"ch_m4_vs_the_law_3_hl","Amcar-4 проти Закону III"
"ch_m4_vs_the_law_4_hl","Amcar-4 проти Закону IV"
"ch_m4_vs_the_law_5_hl","Amcar-4 проти Закону V"
"ch_m4_vs_the_law_6_hl","Amcar-4 проти Закону VI"
"ch_m79_head_shots","Використовуючи GL40, переможіть ##m79_law_head_shot## представників закону пострілами в голову. Використання ближнього бою не зараховується до цього виклику!"
"ch_m79_simultaneous_kills","Використовуючи GL40, переможіть ##m79_law_simultaneous_kills## представників закону одночасно."
"ch_m79_simultaneous_kills_1_hl","Кластерний забій GL40 I"
"ch_m79_simultaneous_kills_2_hl","Кластерний забій GL40 II"
"ch_m79_simultaneous_kills_3_hl","Кластерний забій GL40 III"
"ch_m79_simultaneous_kills_4_hl","Кластерний забій GL40 IV"
"ch_m79_simultaneous_specials","Використовуючи GL40, переможіть ##m79_simultaneous_specials## Спеціальні Підрозділи одночасно."
"ch_m79_simultaneous_specials_1_hl","Особливий Подарунок GL40"
"ch_m79_vs_the_law","Використовуючи GL40, переможіть ##m79_law_kill## представників закону. Використання ближнього бою не зараховується до цього виклику!"
"ch_m79_vs_the_law_1_hl","GL40 проти Закону I"
"ch_m79_vs_the_law_2_hl","GL40 проти Закону II"
"ch_m79_vs_the_law_3_hl","GL40 проти Закону III"
"ch_m79_vs_the_law_4_hl","GL40 проти Закону IV"
"ch_m79_vs_the_law_5_hl","GL40 проти Закону V"
"ch_m79_vs_the_law_6_hl","GL40 проти Закону VI"
"ch_mac11_head_shots","Використовуючи Mark 11, переможіть ##mac11_law_head_shot## представників закону пострілами в голову. Використання ближнього бою не зараховується до цього виклику!"
"ch_mac11_head_shots_1_hl","Експерт Mark 11 I"
"ch_mac11_head_shots_2_hl","Експерт Mark 11 II"
"ch_mac11_head_shots_3_hl","Експерт Mark 11 III"
"ch_mac11_head_shots_4_hl","Експерт Mark 11 IV"
"ch_mac11_heavy_swat_kill","Використовуючи Mark 11, переможіть ##mac11_heavy_swat_kill## Важкий SWAT. Використання ближнього бою не зараховується до цього виклику!"
"ch_mac11_heavy_swat_kill_1_hl","Mark 11 проти Важкий SWAT"
"ch_mac11_vs_the_law","Використовуючи Mark 11, переможіть ##mac11_law_kill## представників закону. Використання ближнього бою не зараховується до цього виклику!"
"ch_mac11_vs_the_law_1_hl","Mark 11 проти Закону I"
"ch_mac11_vs_the_law_2_hl","Mark 11 проти Закону II"
"ch_mac11_vs_the_law_3_hl","Mark 11 проти Закону III"
"ch_mac11_vs_the_law_4_hl","Mark 11 проти Закону IV"
"ch_mac11_vs_the_law_5_hl","Mark 11 проти Закону V"
"ch_mac11_vs_the_law_6_hl","Mark 11 проти Закону VI"
"ch_me_vs_cop","Переможіть ##cop_kill## Копа. Використання мін trip або ближнього бою не зараховується до цього виклику!"
"ch_me_vs_cop_hl","Я проти Копів"
"ch_me_vs_fbi","Переможіть ##fbi_kill## Агентів FBI. Використання мін trip або ближнього бою не зараховується до цього виклику!"
"ch_me_vs_fbi_hl","Я проти Агентів FBI"
"ch_me_vs_heavy_swat","Переможіть ##heavy_swat_kill## Важкий SWAT. Використання мін trip або ближнього бою не зараховується до цього виклику!"
"ch_me_vs_heavy_swat_hl","Я проти Важкого SWAT"
"ch_me_vs_shield","Переможіть ##shield_kill## Щитів. Використання мін trip або ближнього бою не зараховується до цього виклику!"
"ch_me_vs_shield_hl","Я проти Щитів"
"ch_me_vs_spooc","Переможіть ##spooc_kill## Cloakers. Використання мін trip або ближнього бою не зараховується до цього виклику!"
"ch_me_vs_spooc_hl","Я проти Cloakers"
"ch_me_vs_swat","Переможіть ##swat_kill## синій SWAT. Використання мін trip або ближнього бою не зараховується до цього виклику!"
"ch_me_vs_swat_hl","Я проти синього SWAT"
"ch_me_vs_tank","Переможіть ##tank_kill## Bulldozers. Використання мін trip або ближнього бою не зараховується до цього виклику!"
"ch_me_vs_tank_hl","Я проти Bulldozers"
"ch_me_vs_taser","Переможіть ##taser_kill## Тазерів. Використання мін trip або ближнього бою не зараховується до цього виклику!"
"ch_me_vs_taser_hl","Я проти Тазерів"
"ch_me_vs_the_law","Переможіть ##law_kill## представників закону. Використання мін trip або ближнього бою не зараховується до цього виклику!"
"ch_me_vs_the_law_1_hl","Я проти Закону I"
"ch_me_vs_the_law_2_hl","Я проти Закону II"
"ch_me_vs_the_law_3_hl","Я проти Закону III"
"ch_me_vs_the_law_head_shot","Переможіть ##law_head_shot## представників закону пострілами в голову. Використання ближнього бою не зараховується до цього виклику!"
"ch_me_vs_the_law_head_shot_1_hl","Я проти Закону в голову I"
"ch_me_vs_the_law_head_shot_2_hl","Я проти Закону в голову II"
"ch_me_vs_the_law_head_shot_3_hl","Я проти Закону в голову III"
"ch_me_vs_the_law_head_shot_4_hl","Я проти Закону в голову IV"
"ch_me_vs_the_law_head_shot_5_hl","Я проти Закону в голову V"
"ch_meat_packing","Залишайтеся в THE MAIN ROOM в SLAUGHTERHOUSE протягом години або більше. Щоб виконати це завдання, вам доведеться почати пограбування спочатку."
"ch_meat_packing_hl","М'ясна упаковка"
"ch_melee","Переможіть ##melee_law_kill## представників закону ближнім боєм."
"ch_melee_1_hl","Економія патронів I"
"ch_melee_2_hl","Економія патронів II"
"ch_melee_3_hl","Економія патронів III"
"ch_melee_4_hl","Економія патронів IV"
"ch_mossberg_cop_kill","Використовуючи Locomotive 12G, переможіть ##mossberg_cop_kill## Копа. Використання ближнього бою не зараховується до цього виклику!"
"ch_mossberg_cop_kill_1_hl","Locomotive 12G проти Копів"
"ch_mossberg_head_shots","Використовуючи Locomotive 12G, переможіть ##mossberg_law_head_shot## представників закону пострілами в голову. Використання ближнього бою не зараховується до цього виклику!"
"ch_mossberg_head_shots_1_hl","Експерт Locomotive 12G I"
