ID,String
"pln_cr2_72_03","All's quiet still. Good work. Stay hidden while the Moretta docks."
"8db63936938575bf",""
"vld_cp1_01_02","There's that... Aargh, he's as much use as tits on teapot. Get up. Get up, suka blyad! On your feet!"
"8db63936938575bf",""
"brs_pt1_01_03","One minute...almost there."
"pil_pal_04_05","Boris will get you, you'll never get away never, you hear me?!"
"alm_pex_14_02","What I'm hearing here is envy, man. Envy."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_fish_01a_03","This friend of McKendrick's sure has the bling, by the looks of it."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"bik1_tra_06_01","Put the product in the car!"
"8db63936938575bf",""
"8db63936938575bf",""
"loc_sand_04_03","Still waiting for you to access that camera feed."
"8db63936938575bf",""
"pln_watchdogs_new_stage2_end_a_01","The coke is shipped out. Well done sailors! Go get you payday!"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"loc_rvd_11_04","You need to find the right storage unit!"
"pln_glc_06_02","Ok now, which transport is he in? Saw them all open and find out!"
"mch_pal_09_01","This is a ten thousand dollar carpet man! Fix it!"
"loc_pex_12_03","Look for the evidence storage!"
"8db63936938575bf",""
"pln_firestarter_stage2_end_b_02b","Let's just fix this bank and burn the Mendoza money ASAP. We can find you new identities after."
"8db63936938575bf",""
"8db63936938575bf",""
"loc_tag_73_02","We got what we came for, so you can get out whenever you are ready."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"2b8bfc8273af2433","That's enough corporate espionage for one day! Time to head out."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_gen_snip_01_03","Be careful! They have snipers incoming!"
"pln_pal_80_01","Rey's Pizza, what can I get you?"
"8db63936938575bf",""
"loc_chca_095_02","Blow the vault free with C4!"
"bot_watchdogs_new_stage2_06_any_01","Great."
"8db63936938575bf",""
"loc_ranc_07_03","Time to find a keycard for that reader. See any lying around?"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"loc_sah_50_01","You need to patch me in so I can open those doors."
"8db63936938575bf",""
"pln_ko1_05_01","I hope they weren't giving this marching powder to our boys."
"bik1_aes_01_06","Oh, shit!"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"gus_preplan_14_09","It will come in handy, I'm sure of it."
"aef545108d097975","Nice job! The Payday Piggy thanks you for your service."
"dr2_a33_any_04","Alright, finally!"
"8db63936938575bf",""
"loc_vit_112_03","Blerrie chop Murky soldiers... hope they don't follow."
"loc_ranc_65_03","Think you can assemble those weapons?"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"39b1fe01cdf28526","No more cameras! Thank god for that."
"8db63936938575bf",""
"gem_ranc_01_02","I got a contact on the ranch, tells me Esteban always keeps his laptop in the main house, usually in his office. Gate to the right will take you straight there."
"8db63936938575bf",""
"loc_chca_intro_04_01","These motherfuckers... I heard the car battery asshole is on the boat."
"loc_chas_37_02","Well that's done it. No sense in being quiet now. Break out the hardware, yeah?"
"8db63936938575bf",""
"8db63936938575bf",""
"loc_mex_cook_intro_01","Trying to find some good recipies here... some of Bain's files are a blerrie mess, so I hope I get it sorted!"
"8db63936938575bf",""
"8db63936938575bf",""
"pln_dah_109_01","Helicopter is waiting."
"pln_ko1b_10_01","That's it for the fans. Temperature is spiking fast. What the hell is in there?"
"8db63936938575bf",""
"8db63936938575bf",""
"pln_can_02_03","Get the elves working on the product. Just holler at them."
"8db63936938575bf",""
"8db63936938575bf",""
"pln_mad_intro_01_01","Damn! They have anti-air defenses set up around the whole factory. Turn the plane around, Bile! Gang, you need to use the parachutes and get out! Right now!"
"8db63936938575bf",""
"pln_fri_intro_03","You could say Ernesto Sosa is lucky to have this beautiful house in Miami Beach. But his luck is about to change..."
"8db63936938575bf",""
"8db63936938575bf",""
"rt2_pa_02_04","Get the hell out!"
"8db63936938575bf",""
"pln_dah_72_02","OK gang, time to find that keycard. Birthday Boy is probably still around, so go find him!"
"loc_chas_20_01","The vault code seems to change according to the current time. Find a way to suss the right one, yeah?"
"8db63936938575bf",""
"pln_hlp_18_05","The timer stopped! Restart it!"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_hm1_79_08","Damn, did the Commissar bring this piece of crap from the Motherland? "
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"alm_pda9_end_bag_03","Nice job! The Payday Piggy thanks you for your service."
"elp_bigoil_brf_speak_01","Our contacts tell me a new invention have seen the light of day. Cold fusion energy, the end of fossil fuels and death of oil conglomerates. We are all about risk management here."
"8db63936938575bf",""
"8db63936938575bf",""
"loc_fex_61_03","Keep those kerels occupied until the escape vehicle arrives, yeah?"
"8db63936938575bf",""
"alm_pex_24_01","Alright."
"loc_pent_32_01","He dropped his keycard. That should open the other gold stash."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_bb1_brf_01_01","The Benevolent Bank has history. Oldest US bank, sacked by the British in 1812, held Civil War gold, issued FDR's first bonds. Hell, you'll even find it on the back of your ten-spots. And guess what - in all that time, it has never been successfully knocked over. "Successfully". Well, today it is your turn to try and change that. You're going in through the front door. Scope the place to figure your best way through the lobby to the vaults beyond. I've got some ideas of how we're going to boost all that loot. Trust me. Make history, guys."
"lt1_trasi_02_01","... put the product in the car!"
"loc_sand_108_02","Vlad is very weak, you need to help him outside."
"8db63936938575bf",""
"rt1_gc_01_37","Put holes in 'em!"
"pln_cs1_34_03","The alarm sounded but it's too late for the vault. Get it empty, as fast as you can."
"pln_framing_stage3_51_any_02","It's getting there!"
"loc_tag_34_02","Maybe something to do with his wife... an anniversary or something?"
"8db63936938575bf",""
"loc_jr1_65_01","Well, fuck me, that was a waste of time. The vault is empty. Find the good ones, you hear?!"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"2849dbd24f96bf20","A worker probably has the server room keycard. See if you can find it. And if you can't...You know the drill."
"8db63936938575bf",""
"pln_moon_10_01","Ok get the shoes!"
"bqg_pal_02_02","You don't want us to leave, do you?"
"8db63936938575bf",""
"pln_watchdogs_new_stage1_08_any_02","30 seconds till pick-up!"
"loc_vit_67_01","Not much time. F35s deployed to patrol D.C. airspace. We're goners for sure if you don't hurry!"
"8db63936938575bf",""
"8db63936938575bf",""
"loc_jr1_36_03","All right now, careful with this. You press the wrong buttons and there's no telling what you might turn into."
"8db63936938575bf",""
"loc_brb_00_01","OK friends, not much time until the coppers get there. Go have a look inside the bank."
"lt2_gc_01_20","You must have shit for brain, coming here!"
"pln_hm2_20_01","Guys, remember! The sooner you get up there, the more cocaine we can grab. "
"loc_chca_107_02","Set the magnet on the vault."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"sec_fri_01_09","Yeah, I'm getting the new car on Wednesday. New wheels man, it's good."
"loc_chca_071_03","Get to the vault."
"8db63936938575bf",""
"8db63936938575bf",""
"pln_man_59_01","He passed out!"
"lt1_trald_01_04","You are lucky I'm a kind man..."
"8db63936938575bf",""
"pln_ca1_107_01","C4 in the armory. Go get it!"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_fj1_10_01","Crack that safe, probably something good in it."
"8db63936938575bf",""
"bm_fwb_02_07","I think we can make more cuts, yeah. We don't need all these tellers. Who gives a rats ass if people queue for an hour!"
"pln_dah_107_02",".. or take a little more."
"loc_sah_84_03","C'mon, you gotta get in there. Use that torch."
"8db63936938575bf",""
"8db63936938575bf",""
"hct_quote_set_a_02","I was born in Colombia but have become quite successful building a small import/export business here in Washington DC. I feel my calling is to help others secure things of value at cost."
"pln_ca1_121_03","Amazing! Just climb up onto BFD and we call it a job done. Or stay behind and really pick the place clean."
"8db63936938575bf",""
"8db63936938575bf",""
"bot_gen_05b_any_02","... just chill!"
"8db63936938575bf",""
"pln_ch1_01_05","Our buyers only want cars in great condition. That means you can't alert the cops. They won't care what they shoot up. So keep this a quiet one."
"8db63936938575bf",""
"8db63936938575bf",""
"loc_tag_06_01","Find that whiteboard, guys."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"chca_meeting_short_04_06","Do not lay that on me, woman child!"
"pln_as1_13_01","Guys, the pilot is circling! Drop the flare!"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"alm_xmas22_06_01","I bet there's something valuable in there. Hope you live long enough to open it!"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_sh_int_46_01","Gadgets. You can try out whatever you brought over here. "
"8db63936938575bf",""
"8db63936938575bf",""
"rb4_sh11_11_03","I'll be the bigger man and admit you were right, Bain. It was actually good to do this before going after more challenging heists."
"8db63936938575bf",""
"8db63936938575bf",""
"pln_flt_21_02","The police are here. They'll storm the building if they get the chance, so maybe stop them before they can."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_rvd_55_03","Right guys, great job but you gotta ---. There's movement ---."
"8db63936938575bf",""
"pln_mallcrash_stage1_14_any_03","50 grand worth of stuff down the drain!"
"drv_watchdogs_stage1_01_any_01","I'll be there in 2 minutes!"
"8db63936938575bf",""
"subtitles_1422","The tiara has to be in there somewhere... "
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"mrb_rvd1_16_01","Hey, was that the vault? Can't argue with your sense of style."
"jfe_sand_01_01","On my way. I see the fire. Hold on for a while, right?"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_al1_intro_01_02","Here it is - the GenSec arena. This Alesso gig is the biggest show it's seen. Let's make sure it goes down in history."
"mrp_rvd_08_01","So what do you really know about these Payday guys? Can't imagine this shit is our fault."
"8db63936938575bf",""
"8db63936938575bf",""
"loc_pent_42_01","Hey, call that elevator down to the garage. Get going."
"loc_chca_069_02","Drill that safe, chop chop!"
"pln_pt1_20_01","Looks like the goat managed to nibble through the power. Ladder's electrocuted. Disable the power!"
"pln_hm2_13_03","You need to deal with those fires. Use the sprinklers."
"ict2_tra_06_02","Put the delivery in the car!"
"loc_tag_83_03","The code begins with a two, according to my source."
"loc_des_29_01","Ah, there we go. One box of strangeness. Pick it up and get onto the next one."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"loc_mex_37_02","The plane is full, you can take off the hose."
"pln_tr1_04_01","Great. Get it moving!"
"8db63936938575bf",""
"8db63936938575bf",""
"loc_des_40_01","This is like candy for Duke, yeah? But we just need what's inside. Those symbols are probably the key to opening it. Look around for clues."
"8db63936938575bf",""
"bos_fri_03_05","Not my fucking car! Motherfuckers!!"
"loc_chca_099_02","Gather the winch and assemble it!"
"loc_pex_41_04","Let our friend lead, and keep moving. Carefully."
"loc_pent_17_02","Go on now, chops! Find that server room."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_sh12_19_03","Dallas. That console panel could actually be very useful. Try it out and see if you can find the computer. That would save us some time."
"8db63936938575bf",""
"8db63936938575bf",""
"pln_bo2_26_any_01","Great! That's the server, now set up the connection."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"vld_moon_09_01","Come on, show me you can be hackers!"
"8db63936938575bf",""
"8db63936938575bf",""
"mrb_rvd1_25_02","Nine down."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_dah_102_03","That's about halfway done."
"8db63936938575bf",""
"rb22_sah_cbf_01","OK gang, we have received a communique from the Elephant. He claims to want to help us. Seems that in the early 1900s, a Kataru member stole what he calls "a family heirloom". This person then bought his way onto the famous Shacklethorne expedition bound for Antarctica. His presence, according to the Elephant, doomed the voyage from the start. The familiarity of this is not a coincidence, despite the Elephant's caginess. The ship and crew were lost, until recently, when the wreckage was found crushed in the ice, far from the original planned route. A couple of miles from the wreckage, they also found a mummified corpse who looks to have died rather horrifically, and a sled along with a collection of artifacts. The items recovered are going to be auctioned in secret to a bunch of decadent society types, and the Elephant says that one of those items will help us with the device in the kitchen. I have a strange feeling about this one. It hits rather close to home."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_nmh_92_01","You guys forget how an elevator works? Push the button!"
"pln_moon_24_02","You got the package, now stash it in the tree."
"8db63936938575bf",""
"8db63936938575bf",""
"elp_bigoil_brf_speak_02b","This device should be found and delivered to my client for... "Evaluation". Also, the know-how should be erased so it does not end up in the wrong hands."
"loc_mex_20_02","No standing around. Find the plane, quickly."
"loc_mex_69_01","Time to start looking for that stash of Murky loot. We're looking for cash, and lots of it. "
"mrb_rvd1_05_03","Diamonds are just bad luck man."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_tr1b_02_03","Great! That's what we came for. Once the driver drops 'em off, he'll return for the ammo."
"loc_sah_08_02","Can't unlock the doors until you patch in properly."
"dr1_a01d_any_19","Hold on for dear life!"
"rt2_se_01_14","There he is!"
"8db63936938575bf",""
"loc_chas_25_03","Check the RFID for which wires to cut, then find the right ones."
"gus_preplan_06_01","My contacts can ensure that medical supplies are left for your use."
"pln_flt_intro_01","If we succeed with this, we'll have the whole criminal underworld talking about it forever. Ladies and gentlemen, this is how you make history."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"mch_brn_09_03b","All right, I'm gonna need my special tools to put the bike together. They should be in their usual place in the workshop inside one of the toolboxes."
"8db63936938575bf",""
"loc_des_05_02","You gotta restart the override on that box."
"8db63936938575bf",""
"8db63936938575bf",""
"loc_sah_52_02","Right, now let me just get this sorted. Won't be a jiffy."
"8db63936938575bf",""
"loc_pex_29_02","Go put that door breaker to good use!"
"8db63936938575bf",""
"8db63936938575bf",""
"loc_pex_end_loud_01","Nice job, friends. I've just about had enough of Vlad's dwankie relatives, but it gives us a good marker to call in if we need a favor in the future, yeah?
"
"8db63936938575bf",""
"loc_sand_08_01","The manifest is probably kept on a computer."
"pln_sh11_18_01","God dammit! Another guy, and this one's watching the server room. I guess you have to take him out as well."
"8db63936938575bf",""
"pln_ed3_14_01","Get inside the vault, gang. See what's inside!"
"pln_ko1_22_01","That's the armor of Oda Nabunaga. Bag the pieces. If that's genuine..."
"8db63936938575bf",""
"pln_cs1_83_01","Start cracking those boxes. We need one bag, but let's try and take them for everything!"
"8db63936938575bf",""
"8db63936938575bf",""
"loc_pent_24_03","Quick now! Send the drive down the dumbwaiter. "
"8db63936938575bf",""
"8db63936938575bf",""
"pln_dah_01_03","Let's keep this one under the radar."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"cpt_wwh_18_02","50 percent full."
"8db63936938575bf",""
"subtitles_0929","Damn you cut the wrong wire. Next time, maybe you want to wait for me."
"8db63936938575bf",""
"pln_pt1_26_01","Guys, there's a goat stuck in the streetlight! Saw it down."
"pln_man_22a_03","How's it going, Alex? Get a grip!"
"bik2_do_01_01","I've had it with these guys!"
"8db63936938575bf",""
"8db63936938575bf",""
"vld_moon_intro_01","They say having family is beautiful but sometimes I don't know. Now find that stupid fuck and free him - hopefully he's not too drunk to remember in which boxes he hid the cocaine."
"loc_pex_93_01","Good! Now steal one of the police cars and get out of there."
"8db63936938575bf",""
"pln_man_56_01","Great, hihi. He had it coming!"
"pln_fish_01a_01","Wow, this boat is expensive. This Powell guy's got money."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"rt1_gc_01_19","You just headbutted the motherfucking hornets' nest!"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"vld_moon_03_01","Please free my brother-in-law. He's an idiot, but he's family."
"8db63936938575bf",""
"pln_fourstores_stage1_end_a_01","Nice guys. Sneaky and still sent a message. They lost the dough and Vlad will be sure to point out to them you are on his team."
"8db63936938575bf",""
"pln_rt1_i_04","We need hydrogen chloride!"
"8db63936938575bf",""
"pln_dah_120_03","Signal the chopper on the roof whenever you're ready."
"8db63936938575bf",""
"8db63936938575bf",""
"pln_spa_12_04","Hurry up! Move to the next building."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"rt2_se_01_04","I see one!"
"pln_drk_25_01","Murkywater like their technology, so they should have some kind of mobile command center nearby. See what you can find."
"8db63936938575bf",""
"8db63936938575bf",""
"loc_vit_58_02","Now, let's see what kind of damage we can do."
"8db63936938575bf",""
"8db63936938575bf",""
"pmn_pal_01_01","Who are these guys?!"
"loc_ranc_11_02","Put the bugs where we can pick up Esteban's voice. There has to be a way to make him talk."
"8db63936938575bf",""
"dr1_a69_any_02","I'll meet you at the docks."
"pln_cr2_62_02","Nothing. Damn! Are there more around?"
"8db63936938575bf",""
"8db63936938575bf",""
"fbd35bb5f4e23f4b","Now that the network's unlocked, we can add our last-minute oil transfer to the shipping schedule. The admin computers need a USB key to work. Find the cabinet where they're storing it."
"loc_jr1_21_03","And..open the sesame! Bravo, my friends! Now, please, get in the fucking airlock. "
"pln_ca1_23_02","Fill his glass. Once he downs that, well... he's going to lose interest in the slots. Follow him, and get his keycard."
"8db63936938575bf",""
"8db63936938575bf",""
"pln_jewelrystore_stage1_brief_b_03","Alright people, this is a pretty sweet opportunity, All sorts of mid-ranged diamonds and the like in the display cases. Do your worst, make your bones, get on out. A classic knockover."
"8db63936938575bf",""
"8db63936938575bf",""
"pln_glc_02_02","Keep going til you see the prison transports."
"8db63936938575bf",""
"rb5_hb2_21_02","They've got everything. Every heist, every job. References to you guys too. But no names - guess the traitor is holding onto those."
"8db63936938575bf",""
"loc_chas_70_03","They're using gas! You can wait it out or find a way to turn it off."
"8db63936938575bf",""
"pln_watchdogs_new_stage2_12_any_02","Have you found the power yet?"
"pln_cr3_04_02","OK, thermite's through. A chopper is bringing the water. Connect it when it arrives."
"8db63936938575bf",""
"loc_ranc_66_02","Good work! Let's move out."
"pln_rt1_22_any_09","I'm 100% it is some caustic soda needed here. Drop some in."
"pln_bo2_24_any_02","Find the server room. From there we should be able to open the lab door."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"ict1_aes_01_12","Who the hell are you!"
"8db63936938575bf",""
"rt1_gc_01_05","Kill everyone!"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_gen_urg_01_07","Fall back!"
"loc_des_48_02","Return to the mainframe and search, yeah?"
"8db63936938575bf",""
"lt1_sfa_01_04","Ey! Hurry up, will ya!?"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"loc_ranc_42_03","Masterful, friends. Now make your escape."
"8db63936938575bf",""
"pln_tr1_14_01","Woah! Be careful with that stuff. That's military grade explosives you're throwing around."
"mch_brn_23_05b","Jesus... how the fuck did I get involved in this bullshit..."
"8db63936938575bf",""
"8db63936938575bf",""
"ad7fc92bc214dc3b","Take that sample to the laboratory. There's a machine that can detect the oil's purity."
"loc_sah_40_01","There you go. If there's nothing else you want to take, get out of there."
"loc_skm_04_02","Assault is on the way."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"pln_ca1_138_01","The reception area. Remember the location. Might come in handy."
"neg_skm_16_03","You may have gotten the better of us this time creeps, but we will apprehend you eventually!"
"8db63936938575bf",""
"8db63936938575bf",""
"loc_ranc_06_01","If Esteban's as paranoid as they say, he's got more than a "Do Not Disturb" sign on the door."
"pln_moon_08_02","Ok, steal the Tin Boy!"
"8db63936938575bf",""
"pln_mad_01_01","Welcome to Russia, gang! Nice welcoming party, right? "
"8db63936938575bf",""
"pln_jr2_03_01","Hustle it, guys. You need to get on the ground near the money."
"c0b32638a8e73c58","The guy with the server room keycard is in the admin office."
"loc_pex_66_02","Got that lighting fluid yet?"
"8db63936938575bf",""
"pln_watchdogs_new_stage2_end_b_01","We lost a little coke on this job but it could've been worse. Hector will still be pleased with us saving what we could."
"8db63936938575bf",""
"pln_ch1_18_02","And... got it! Storage room is open. Get the keys."
"loc_tag_87_03","The code begins with a six, according to my source."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"loc_sand_29_03","We're in a bit of a hurry, friends. Find something to cut open that container."
"8db63936938575bf",""
