ID,String
"hud_heist_nail_7","Gather up and escape with the helicopter."
"8db63936938575bf",""
"victory_xp_postfix","K"
"hud_heist_hox1_4","Clear a path for the armored truck so it can continue."
"hud_heist_cag1_1_hl","Get into the car shop"
"hud_heist_des19","Use the compound to eat through the door."
"8db63936938575bf",""
"hud_hack_skylight_panel","Press $BTN_INTERACT; to start hacking the skylight control panel"
"8db63936938575bf",""
"hud_heist_short2_stage2b_11_hl","Secure the loot"
"hud_int_hold_open_slash_close_sec_box","Hold $BTN_INTERACT; to open/close security box"
"8db63936938575bf",""
"hud_int_hold_open_vault","Hold $BTN_INTERACT; to open the vault"
"hud_carry_treasure","Romanov treasure"
"hud_heist_tag01","Make your way to the security barrier and inspect it. Watch out for late-working agents."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_jerry02_03_hl","Find the third money pallet"
"hud_action_cut_wire","Cutting the wire"
"uno_device_hint_67d15f6c29fa40a2","JDPPRD9.O.W8OKRDPW86OZOJRZOPUNLO2PNZO.N92OPN9.OJUNMO.W8O8RDJORKLNJJNUPO"
"hud_heist_pet2_1","Defend yourself from the gang members. Use wood to board the windows."
"8db63936938575bf",""
"hud_action_opening_vault","Opening vault door"
"hud_heist_help_loud_06_hl","Open doors or escape"
"hud_arm_mission2","Open up the GenSec truck and steal the gold"
"hud_heist_kenaz_c_05_hl","Enter the armory code"
"8db63936938575bf",""
"8db63936938575bf",""
"9ba374ab0fb0d030","Place C4 on the lab windows and clear the room"
"hud_heist_short1_stage2_22","Find the security room."
"hint_teammate_downed","$TEAMMATE; was downed!"
"hud_heist_hox5c","Approve Hoxton's security clearance request on the secure file he needs."
"731430023f801820","Board the Oil Rig"
"hud_heist_rvd2_11_hl","Loot the vault"
"hud_heist_sand6_hl","Find the code"
"loading_trivia_28","Bain doesn't approve of needless killing of civilians."
"hud_action_fixing_bfd_drill","Fixing the BFD"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"hud_arm_mission4_hl","Steal the art"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"hud_gage_red_spider_complete","Visit Gage on Crime.net to view rewards"
"hud_cam_access_camera_crojob2_dock_3B","Loading Dock 3B"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_help_loud_02_hl","Spin the wheel"
"hint_no_keycard","You need a keycard!"
"hud_heist_rat_mission0","Do it."
"hud_heist_des35","Wait for the helicopter to arrive."
"hud_int_place_mayan_gold_bar","Press $BTN_INTERACT; to place mayan gold bar"
"hud_heist_fex13","You need to leave the area the same way you came in- on the boat down under the wine cellar."
"8db63936938575bf",""
"uno_device_hint_bd1e63dcde592e8e","48O9W8OKRDPW86OZOJ4OPOCOWPNIO.W8O6PPOZO92O4NJMPOU6JON9.QD6OW9RR9OT9O4W8OI8N.COO9W8OPOD9W676W4NJWRR7NWO"
"8db63936938575bf",""
"hud_heist_flat_c4","Place the C4 charges on the roof, floor 4 and 5."
"8db63936938575bf",""
"hud_int_hold_take_expensive_wine","Hold $BTN_INTERACT; to take expensive wine"
"prop_security_lock_gui_start","INITIATE"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_moving_ship_gps_coords","Entering new GPS coordinates"
"hud_action_trai_hold_crane_control","Moving crane"
"hud_int_take_weapons","Hold $BTN_INTERACT; to take the weapon"
"8db63936938575bf",""
"hud_heist_pal7_hl","Connect the hose to the safe"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_crojob1_mission9_c_hl","Boat escape available"
"8db63936938575bf",""
"hud_heist_jerry01_11_hl","Gather everyone inside"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_action_helping_vlad","Helping Vlad up"
"hud_int_hold_explode_the_pig","Hold $BTN_INTERACT; to break the Piggy Bank"
"8db63936938575bf",""
"hud_heist_hox3_6_hl","Get the Thermal Lance"
"8db63936938575bf",""
"hud_heist_dah_10_hl","Open the vault"
"hud_heist_nmh_3_hl","Keep the hostages down"
"8db63936938575bf",""
"hud_hint_cam_dead_body","Alarm tripped: Camera detected a dead body"
"hud_int_hold_pickup_boards","Hold $BTN_INTERACT; to pick up boards"
"hud_heist_bph_6_hl","Follow Bain through the Laundry Room"
"hud_action_placing_breaching_detonator_rearm","Re-arming breaching detonator"
"8db63936938575bf",""
"8db63936938575bf",""
"mission_str_reach","Continue chasing Matt. Capture him alive!"
"loading_trivia_2","Jimmy is crazy. Really crazy. He offers a few jobs against Akan and his army of Russian mercenaries."
"hud_heist_red2_mission15_hl","Locate and enter the server room"
"hud_heist_man12_hl","Complete the hack"
"hud_heist_big_mission22_hl","Place the thermite"
"hud_heist_pal8","Go up to the tap and make sure the water is flowing."
"hud_heist_rvd2_10_hl","Use C4 on the vault door"
"hud_int_lower_lifeboat","Hold $BTN_INTERACT; to lower lifeboat"
"d99b9842726b8cec","Use Gabriel's keycard to access the control room, then shut off the drill's blowout preventer."
"hud_heist_shoutout_raid1","Gain access to the Murkywater compound. Descend from the roofs, or use the ziplines."
"hud_heist_flat_wait_hl","Wait for the explosives"
"hud_heist_bph_14","We made it! Now hack the gates open and leave this place before it's too late!"
"8db63936938575bf",""
"hud_heist_hox1_1","Get Hoxton to the armored truck out on the street."
"8db63936938575bf",""
"hud_heist_man7","Get the server from the limo and make your way to the transfer room to plug it in."
"hud_heist_spa_07_hl","Clear out the remaining gangsters"
"loading_heister_29","You can easily tell how many uses a placed Doctor Bag has left by looking at the amount of blood bags left inside the bag."
"hud_int_hold_start_printer","Hold $BTN_INTERACT; to start the printer"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_action_taking_safe","Taking safe"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_man6_hl","Take Taxman to transfer room"
"hud_heist_nmh_5","Set up fake sentry guns to keep the civilians in check."
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_crojob1_mission2_b_00_hl","Light one of the flares"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_equipment_laptop","Laptop"
"8db63936938575bf",""
"hud_int_equipment_barcode_downtown","Barcode: Downtown Washington"
"9c3638aced3fbf24","Hold $BTN_INTERACT; to play the voicemail"
"hud_action_bex_open_window","Picking lock"
"8db63936938575bf",""
"c829d486899d0a63","Unlocking door"
"3fca2ee342b980f1","Enter the Laboratory"
"hud_heist_hox2","Hoxton needs access to the main FBI intelligence servers in the Operations Room. The servers have the information that you need."
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_big_mission4_hl","Start the time lock to open the security gate"
"8db63936938575bf",""
"hud_heist_spa_11","Find and grab the briefcase Charon mentioned."
"hud_int_unlock_gate","Hold $BTN_INTERACT; to unlock the gate"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_chas22_hl","Defend the drill"
"hud_heist_vit_23","Get to the helicopter and escape!"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_trai18_hl","Drill through the office door"
"hud_heist_chca02","Our inside helper left your equipment hidden in one of the bathrooms."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"victory_completion_bonus_title","COMPLETION CASH BONUS:"
"hud_buff_birthday_inf_ammo","Infinite Ammo"
"hud_action_generic","Interacting"
"8db63936938575bf",""
"hud_heist_fex26_hl","Escape available"
"hud_heist_fex19","The cops have disarmed the explosives. Rearm them so they can detonate."
"hud_heist_pent13","Complete the mission by using the window cleaning platform."
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_spa_13","Charon is in trouble. Find a way down to the basement and meet up with him."
"hud_carry_bag_green","Money Present"
"hud_heist_chca16","Empty the vault: take the remaining cash or render it useless."
"8db63936938575bf",""
"hud_cam_access_camera_crojob2_dock_2B_05","Loading Dock 2B - 05"
"8db63936938575bf",""
"hud_action_closing_truck_door","Closing truck door"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_h_alex_stage1_mission2_hl","Defend and cook meth"
"hud_int_hold_take_hand","Hold $BTN_INTERACT; to take prosthetic hand"
"8db63936938575bf",""
"hud_heist_hox5b_hl","Hack the Director's computer"
"8db63936938575bf",""
"hud_heist_hox3","Defend the Operations Room while Hoxton searches through the FBI intelligence servers."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"hud_h_firestarter_stage1_mission3_hl","Get the saw started"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_dinner_prepare_gas","Find a gas can and put it in the trap container."
"hud_int_take_note","Press $BTN_INTERACT; to take the note"
"hud_heist_short1_stage1_16_hl","Escape"
"8db63936938575bf",""
"hud_heist_brb_27","The saw has finished. Remove it!"
"8db63936938575bf",""
"loading_gameplay_82","Flashbangs will beep and blink red before they detonate."
"8db63936938575bf",""
"hud_carry_engine_4","Engine 4"
"8db63936938575bf",""
"hud_heist_born_06","The mechanic needs a special part from a bike located inside the garage. Open the garage to make way for our friendly mechanic. Escort and guard him to the objective. Once he got his parts, get back to the truck with him."
"message_c4_obtained","Got the C4!"
"8db63936938575bf",""
"hud_escape_jolly_mission8_hl","Drive to the pick up zone"
"8db63936938575bf",""
"hud_e_election_day_stage2new_mission1","Find a way of entering the warehouse grounds."
"hud_screw_down","Hold $BTN_INTERACT; to screw the winch down"
"hud_heist_flat_detach","Saw off the beams above and below the panic room to detach it from the floor."
"hud_e_framing_frame_stage3_mission4_hl","Access the computer"
"hud_heist_vit_15","Go back to the main wing and enter the library!"
"diesel_obtained","Got The Diesel"
"8db63936938575bf",""
"hud_int_pickup_tiara","Press $BTN_INTERACT; to take the tiara"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_hox8_hl","Access the Forensics Department"
"hud_mil_hold_remove_bug","Hold $BTN_INTERACT; to pick up recording device"
"hud_heist_hox1_5","Collect a ticket to the garage. This will open the gate."
"8db63936938575bf",""
"hud_v_nightclub_mission1_hl","Enter the nightclub"
"8db63936938575bf",""
"hud_heist_sand12","Grab the keycard and use it on the warehouse gate."
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_short2_stage1_06","Set up your drill on the safe to drill it."
"hud_heist_hox1_6_hl","Find the control room"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_equipment_watertank","Cooling water tank"
"hud_h_watchdogs_stage2_mission7","Get to the escape vehicle"
"hud_e_welcome_jungle_stage2_mission11_hl","Wait for the helicopter"
"hud_heist_fish_01_hl","Hack the Laptop"
"hud_heist_crojob1_mission5_a","Use the computer in the ship control room and enter the GPS coordinates."
"8db63936938575bf",""
"8db63936938575bf",""
"hud_equipment_need_a_paper_roll","You need a paper roll"
"hud_action_prying_open_elevator_door","Prying open elevator door"
"8db63936938575bf",""
"hud_carry_warhead","Warhead"
"hud_heist_chca30","Use saws to cut the beams that attach the vault to the ship."
"hud_detected","Detected"
"8db63936938575bf",""
"hud_int_hold_take_pardons","Hold $BTN_INTERACT; to take the pardon"
"8db63936938575bf",""
"hud_int_armory_hack","Hold $BTN_INTERACT; to place hacking device"
"8db63936938575bf",""
"hud_heist_chas18","Get inside the warehouse to proceed."
"2171cb7b144f6a5d","Find a way inside SERA's main office complex."
"hud_heist_rvd2_15","Find the electric box and cut the mains leading to the vault, to disable the electrified booby-trap."
"hud_action_taking_hook","Taking the hook"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"message_obtained_equipment","OBTAINED MISSION EQUIPMENT: "
"fd87bf03035b12b3","Releasing toxic gas"
"8db63936938575bf",""
"hud_heist_kenaz_c_07","Grab the C4 from the bag in the armory cage."
"3fbfbab014ea2ffa","A network server is blocking all systems on the oil rig. Destroy it."
"hud_heist_short2_stage1_02","Find the management section of the nightclub."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"hud_action_releasing_hatch","Releasing hatch"
"hud_e_framing_frame_stage3_mission12_hl","Turn the power back on"
"hud_int_use_ecm_jammer","Hold $BTN_INTERACT; to use the ECM jammer"
"8db63936938575bf",""
"8db63936938575bf",""
"2d8a7ed5694ef055","Opening drawer"
"hud_heist_red2_mission10","Use the vent near the elevator shafts to drop the money to a safe location."
"hud_int_press_knock_on_door","Press $BTN_INTERACT; to knock on the door"
"hud_action_grab_code","Grabbing code"
"hud_heist_pal6_hl","Let the drill finish"
"hud_heist_dinner_fall_hl","Get the van down"
"82df976d9ed81c70","Hold $BTN_INTERACT; to bag the research documents"
"hud_heist_jerry01_02_hl","Drop off the breaching charges"
"hud_hint_clean_block_interact","No suspicious actions allowed in civilian mode"
"hud_h_firestarter_stage3_mission5","Don't forget to leave with the camera and the tapes"
"8db63936938575bf",""
"uno_device_hint_6146ae6d7f862b9b","69NM7NUORK6UON9.J9R4W8OKRDPW86OZOJLN.OW8O6PZOJJO7JON4RPW8I46W8RDWW8O2DNP.JCO692NC7OWRJWRMW8OL"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"ed6115129f0e125c","Cutting wires"
"victory_personal_stats","PERSONAL STATISTICS:"
"8db63936938575bf",""
"hud_action_connecting_which_hook_brb","Connecting winch to the vault"
"8db63936938575bf",""
"hud_heist_crojob1_mission2_b_01","Wait for the chopper to arrive with the C4 and drop it for you. This will take some time."
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_kenaz_s_01_hl","Find and collect your gear"
"8db63936938575bf",""
"hud_gage_yellow_bull_progress","Yellow Bull progress: $collected;/$aquire;"
"hud_int_hold_to_help_turtle","Hold $BTN_INTERACT; to help the turtle get back up"
"hud_heist_pal9_hl","Make sure the water's flowing"
"hud_heist_sah_2","Hack the access points in order to open the doors to the storage room."
"8db63936938575bf",""
"8db63936938575bf",""
"hud_action_take_fertilizer","Taking fertilizer"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_hvh_04_hl","Loop back to start"
"hud_heist_chew_train_06","Get out of the train"
"36a44ade4659ce2b","Lost Safe Keycard"
"8db63936938575bf",""
"hud_heist_big_mission18_hl","Use the zip-line to get to the crane"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_nmh_5_hl","Set up fake sentry guns"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"hud_cam_access_camera_bank_backdoor","Bank back door"
"hud_int_hold_moon_attach_winch","Hold $BTN_INTERACT; to attach the winch"
"hud_heist_born_18","Throw the parts you've found into the mechanic's truck!"
"hud_heist_chas26","The escape van isn't here yet. Wait for it to arrive."
"hud_roberts_mission9_hl","Raise the balloon and wait for the plane"
"8db63936938575bf",""
"hud_heist_nmh_11_hl","Put two validated samples into the cooler"
"b7e43d630f9fcad1","Playing recording"
"hud_int_hold_phone_office","Hold $BTN_INTERACT; to call the office"
"hud_int_hold_cut_wires","Hold $BTN_INTERACT; to cut wires"
"8db63936938575bf",""
"hud_heist_born_01","Find a way through the entrance into the Bikers clubhouse."
"mission_glace_3_hl","Escort the prisoner to the scaffolding"
"hud_int_equipment_printer_ink","Printer ink"
"hint_no_chainsaw","You need a chainsaw!"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"hud_int_place_hammer","Press $BTN_INTERACT; to place hammer"
"8db63936938575bf",""
"hud_int_equipment_briefcase_diamond","Diamond briefcase"
"hud_heist_moon_30","The Tin Boy toy is in one of the red gift boxes located inside the toy store. Go find it!"
"hud_ind_new_brute_1","Stay away from the gas and wait so it can dissipate."
"2ed29b5098e1d3f3","Laptop Required"
"hud_heist_friend_loud_06_hl","Kill Ernesto Sosa"
"494850080486d931","Press $BTN_INTERACT; to plug in the cable"
"hud_int_hack_timelock","Hold $BTN_INTERACT; to force time lock"
"hud_carry_euphadrine_pills","Ephedrine Pills"
"8db63936938575bf",""
"hud_heist_crojob2_mission28_hl","Stand back"
"hud_heist_trai29","There's a short-circuit in the crane's electrical system. Fix it quickly."
"8db63936938575bf",""
"hud_heist_fish_05_hl","Gain access to the server room"
"hud_heist_ranc11","Locate some hydrochloric acid and use it to destroy the workbenches. This should put the weapons workshop out of commission."
"8db63936938575bf",""
"8db63936938575bf",""
"hud_action_taking_uno_gold","Taking the mayan gold"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_action_reboot","Rebooting the computer"
"hud_heist_born_17","Throw the part you've found into the mechanic's truck!"
"hud_heist_dinner_blow","Plant the C4 on the van doors and blow them open."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"loading_heister_title","Heister Tip"
"hud_heist_sand21","Vlad's rescue boat is waiting to be boarded."
"hud_heist_hox3_4wait","Wait for the panic room to unlock."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_pal3","Get down under the pool and into the printing shelter."
"hud_heist_san1_1_hl","Search the forest for any loot"
"hud_heist_jerry02_airdrop_gather_hl","Gather the scattered money"
"hud_action_hack_box","Hacking electrical box"
"8db63936938575bf",""
"hud_action_methlab_drying_meth","Adding liquid meth"
"8db63936938575bf",""
"8db63936938575bf",""
"uno_device_hint_cb7dc462e53e09d4","R9W8O.NIW8NWCDP9O.W8OKRDPW86OZOJNCJUR9.O.46W8N77W8OO7OLO9WJRK.ONW8"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_int_hold_bag_present","Hold $BTN_INTERACT; to bag the present"
"8db63936938575bf",""
"hud_action_taking_painting","Taking painting"
"hud_hint_cam_broken_cam","Alarm tripped: Camera detected a broken camera"
"hud_heist_des1","Find a way to override the security lockdown."
"hud_heist_nmh_8_hl","Pick the right door to open"
"hud_h_firestarter_stage1_mission1","Destroy 8 bags of weapons stashed inside the gangster hideout"
"hud_heist_bex18_hl","Restore power"
"8db63936938575bf",""
"hud_heist_crojob1_mission6_01","Wait for the ship to move to Loading Dock 3B."
"hud_action_use_files","Passing files"
"8db63936938575bf",""
"hud_carry_robot_toy","Tin Boy toy"
"hud_action_disposing_corpse","Disposing corpse"
"8db63936938575bf",""
"hint_no_usb_key","You need a USB stick"
"hud_heist_pent11","Kill the Triad leader who is somewhere on the roof."
"hud_heist_short2_stage2b_09_hl","Take the cop hostage"
"bdfaa1422d7ddafa","Grab thermite from our equipment stash and burn through the display case."
"8db63936938575bf",""
"hud_heist_bex37_hl","Resume the override"
"hud_equipment_boards","Boards"
"8db63936938575bf",""
"8db63936938575bf",""
"hud_heist_fish_04","Using the laptop, hack open the server room doors"
"8db63936938575bf",""
"hud_heist_hox3_4d_1","Climb the telephone pole connected to the mansion."
"8db63936938575bf",""
"failed_disconnected_continue_PS3","$BTN_A; Continue to menu"
"hud_action_take_bridge","Picking up metal sheet"
"8db63936938575bf",""
"hud_e_election_day_stage3_mission5","Bag the money in the vault"
